Geneid	JH01_A01	JH01_A02	JH01_A03	JH01_A04	JH01_A05	JH01_A06	JH02_A01	JH02_A02	JH02_A03	JH02_A04	JH02_A05	JH02_A06	JH01_B01	JH01_B02	JH01_B03	JH01_B04	JH01_B05	JH01_B06	JH02_B01	JH02_B02	JH02_B03	JH02_B04	JH02_B05	JH02_B06	JH01_C01	JH01_C02	JH01_C03	JH01_C04	JH01_C05	JH01_C06	JH02_C01	JH02_C02	JH02_C03	JH02_C04	JH02_C05	JH02_C06
CDS:b0028:fkpB:FKBP-type_peptidyl-prolyl_cis-trans_isomerase_rotamase:cds26:+:449:NC_000913.3	729	307	497	539	366	715	790	1249	1006	681	718	753	1039	454	541	580	831	601	995	1004	836	679	328	563	323	788	1121	315	352	665	792	374	404	884	547	447
AS_CDS:b0028:fkpB:FKBP-type_peptidyl-prolyl_cis-trans_isomerase_rotamase:cds26:+:449:NC_000913.3	4	1	0	5	8	2	3	15	20	9	12	7	0	0	4	0	1	7	3	0	6	8	0	3	9	0	9	8	3	17	0	3	3	6	1	7
CDS:b0029:ispH:4-hydroxy-3-methylbut-2-enyl_diphosphate_reductase%2C_4Fe-4S_protein:cds27:+:950:NC_000913.3	803	576	713	665	382	801	1227	1298	1123	823	869	705	1435	650	770	623	931	648	1228	1403	1184	805	323	536	478	935	1562	349	392	760	997	661	514	939	634	522
AS_CDS:b0029:ispH:4-hydroxy-3-methylbut-2-enyl_diphosphate_reductase%2C_4Fe-4S_protein:cds27:+:950:NC_000913.3	3	0	1	2	3	4	12	6	9	3	0	8	6	0	1	0	2	2	0	1	12	0	0	0	4	4	4	0	0	1	1	0	0	4	1	0
IGR:(CDS,b0029,ispH,4-hydroxy-3-methylbut-2-enyl_diphosphate_reductase%2C_4Fe-4S_protein,cds27,+,950/CDS,b0030,rihC,ribonucleoside_hydrolase_3,cds28,+,914):+:14:NC_000913.3	14	13	16	20	11	17	23	44	44	30	33	33	23	15	19	16	20	16	26	33	30	34	11	29	11	18	41	7	8	18	22	10	13	33	26	19
AS_IGR:(CDS,b0029,ispH,4-hydroxy-3-methylbut-2-enyl_diphosphate_reductase%2C_4Fe-4S_protein,cds27,+,950/CDS,b0030,rihC,ribonucleoside_hydrolase_3,cds28,+,914):+:14:NC_000913.3	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CDS:b0030:rihC:ribonucleoside_hydrolase_3:cds28:+:914:NC_000913.3	178	437	829	908	484	624	325	1677	1294	1122	2079	2844	270	462	833	1311	945	568	219	1352	1178	2520	925	2607	314	624	1424	381	402	729	275	296	474	2323	2113	2055
AS_CDS:b0030:rihC:ribonucleoside_hydrolase_3:cds28:+:914:NC_000913.3	11	9	9	23	11	33	12	35	46	26	14	8	8	3	17	15	46	49	18	16	21	10	16	11	12	15	37	7	19	51	12	5	11	10	9	14
IGR:(CDS,b0030,rihC,ribonucleoside_hydrolase_3,cds28,+,914/CDS,b0031,dapB,dihydrodipicolinate_reductase,cds29,+,821):+:115:NC_000913.3	18	30	93	104	79	80	25	182	146	114	264	284	44	44	93	155	112	78	21	106	124	263	77	291	56	78	189	52	66	123	34	27	74	295	263	212
AS_IGR:(CDS,b0030,rihC,ribonucleoside_hydrolase_3,cds28,+,914/CDS,b0031,dapB,dihydrodipicolinate_reductase,cds29,+,821):+:115:NC_000913.3	0	4	0	1	0	1	0	5	2	0	0	0	0	0	1	0	10	7	0	0	1	2	1	1	4	4	3	0	0	10	0	0	0	0	0	0
CDS:b0031:dapB:dihydrodipicolinate_reductase:cds29:+:821:NC_000913.3	1174	959	1187	1620	1159	2086	1238	3020	2349	2057	1361	1416	1871	1094	1160	1779	2216	1629	1380	2301	2503	1771	613	1094	893	1301	2706	883	811	1686	1382	765	865	1551	1068	859
AS_CDS:b0031:dapB:dihydrodipicolinate_reductase:cds29:+:821:NC_000913.3	5	3	0	18	1	4	7	3	18	16	8	8	19	7	2	2	9	12	0	1	5	1	0	3	1	5	53	0	1	0	6	0	7	14	2	6
IGR:(CDS,b0031,dapB,dihydrodipicolinate_reductase,cds29,+,821/CDS,b0032,carA,carbamoyl_phosphate_synthetase_small_subunit%2C_glutamine_amidotransferase,cds30,+,1148):+:404:NC_000913.3	399	298	333	1289	389	755	335	832	640	2099	485	413	563	319	297	456	640	521	446	460	610	521	156	248	278	339	8810	326	251	539	444	220	2575	567	346	151
AS_IGR:(CDS,b0031,dapB,dihydrodipicolinate_reductase,cds29,+,821/CDS,b0032,carA,carbamoyl_phosphate_synthetase_small_subunit%2C_glutamine_amidotransferase,cds30,+,1148):+:404:NC_000913.3	0	3	0	16	1	1	3	9	10	40	9	2	9	0	7	1	2	2	9	8	11	3	0	1	0	2	81	0	10	0	4	4	28	36	1	2
CDS:b0032:carA:carbamoyl_phosphate_synthetase_small_subunit%2C_glutamine_amidotransferase:cds30:+:1148:NC_000913.3	284	215	219	12768	485	134	361	338	677	20231	2092	81	353	208	407	266	409	129	316	224	1561	1360	260	72	124	406	75628	112	74	84	311	174	20505	1111	66	429
AS_CDS:b0032:carA:carbamoyl_phosphate_synthetase_small_subunit%2C_glutamine_amidotransferase:cds30:+:1148:NC_000913.3	2	0	28	12	11	18	27	36	44	10	4	26	6	3	13	2	14	19	8	20	44	2	9	7	9	17	19	1	8	19	6	3	5	15	11	3
CDS:b0033:carB:carbamoyl-phosphate_synthase_large_subunit:cds31:+:3221:NC_000913.3	407	499	614	31613	1171	368	648	544	1822	47451	3699	259	474	434	1237	853	1559	497	467	523	4683	4275	854	238	111	669	99072	377	195	336	287	381	19670	1313	160	814
AS_CDS:b0033:carB:carbamoyl-phosphate_synthase_large_subunit:cds31:+:3221:NC_000913.3	24	24	37	27	56	78	49	122	96	23	49	34	81	22	35	64	115	78	54	54	61	22	15	38	47	23	9	28	37	120	43	6	8	29	22	47
IGR:(CDS,b0033,carB,carbamoyl-phosphate_synthase_large_subunit,cds31,+,3221/CDS,b0034,caiF,cai_operon_transcriptional_activator,cds32,+,395):+:210:NC_000913.3	39	48	54	2382	65	32	43	42	163	3468	198	35	44	25	80	59	127	39	27	24	300	289	57	27	16	21	7195	20	40	47	58	44	1312	85	24	79
AS_IGR:(CDS,b0033,carB,carbamoyl-phosphate_synthase_large_subunit,cds31,+,3221/CDS,b0034,caiF,cai_operon_transcriptional_activator,cds32,+,395):+:210:NC_000913.3	2	0	0	0	0	0	2	3	10	8	0	0	3	0	0	0	0	1	2	0	1	0	0	0	0	0	3	0	0	2	0	0	0	0	0	7
CDS:b0034:caiF:cai_operon_transcriptional_activator:cds32:+:395:NC_000913.3	54	55	96	1504	103	176	51	207	418	3324	336	418	66	23	86	149	302	181	89	82	383	339	114	393	50	62	3942	68	116	371	115	40	682	143	291	581
AS_CDS:b0034:caiF:cai_operon_transcriptional_activator:cds32:+:395:NC_000913.3	11	16	8	23	53	53	20	60	77	40	18	22	32	10	20	38	81	53	51	18	45	32	22	26	13	18	28	32	24	63	36	5	24	36	24	22
IGR:(CDS,b0034,caiF,cai_operon_transcriptional_activator,cds32,+,395/CDS,b0035,caiE,stimulator_of_CaiD_and_CaiB_enzyme_activities,cds33,-,590):+:24:NC_000913.3	9	9	16	218	15	23	7	28	53	473	52	60	8	3	9	19	29	25	7	9	35	38	13	39	5	6	469	9	15	43	6	3	71	16	36	56
AS_IGR:(CDS,b0034,caiF,cai_operon_transcriptional_activator,cds32,+,395/CDS,b0035,caiE,stimulator_of_CaiD_and_CaiB_enzyme_activities,cds33,-,590):+:24:NC_000913.3	5	6	3	7	18	22	5	15	20	11	6	8	10	3	5	14	23	14	15	5	12	10	5	6	6	8	8	8	9	22	8	3	3	8	9	6
CDS:b0035:caiE:stimulator_of_CaiD_and_CaiB_enzyme_activities:cds33:-:590:NC_000913.3	46	53	36	70	125	176	37	131	159	87	59	80	84	30	43	130	185	108	120	44	101	99	44	49	52	59	104	67	72	200	65	33	13	58	78	54
AS_CDS:b0035:caiE:stimulator_of_CaiD_and_CaiB_enzyme_activities:cds33:-:590:NC_000913.3	63	56	90	1158	83	125	77	163	313	2399	293	333	67	24	60	115	174	129	59	51	207	188	71	205	62	44	2573	56	67	220	54	18	406	105	172	291
CDS:b0036:caiD:carnitinyl-CoA_dehydratase:cds34:-:785:NC_000913.3	10	8	23	29	5	27	13	12	28	30	7	23	12	0	21	24	17	20	5	20	10	22	6	11	0	0	33	11	1	44	7	3	5	18	6	13
AS_CDS:b0036:caiD:carnitinyl-CoA_dehydratase:cds34:-:785:NC_000913.3	38	30	34	11	10	5	25	76	41	16	8	9	33	21	6	15	13	8	22	20	24	20	9	6	41	21	38	1	16	27	20	32	16	22	1	23
IGR:(CDS,b0036,caiD,carnitinyl-CoA_dehydratase,cds34,-,785/CDS,b0037,caiC,putative_crotonobetaine/carnitine-CoA_ligase,cds35,-,1553):+:57:NC_000913.3	1	2	0	1	0	1	3	1	0	7	5	1	1	0	0	0	1	1	4	0	0	0	1	0	2	1	15	0	0	2	1	1	1	3	0	1
AS_IGR:(CDS,b0036,caiD,carnitinyl-CoA_dehydratase,cds34,-,785/CDS,b0037,caiC,putative_crotonobetaine/carnitine-CoA_ligase,cds35,-,1553):+:57:NC_000913.3	3	3	3	8	3	7	3	2	4	12	5	5	6	1	3	4	6	5	4	3	4	4	2	2	0	0	23	1	2	5	2	2	0	6	1	1
CDS:b0037:caiC:putative_crotonobetaine/carnitine-CoA_ligase:cds35:-:1553:NC_000913.3	70	46	59	165	85	184	124	143	205	291	114	152	142	30	63	92	150	140	157	88	167	134	38	132	50	94	422	71	91	231	65	46	44	177	84	125
AS_CDS:b0037:caiC:putative_crotonobetaine/carnitine-CoA_ligase:cds35:-:1553:NC_000913.3	37	20	46	51	24	12	90	137	66	86	50	48	62	14	36	19	21	15	75	13	47	11	11	26	31	47	202	4	19	18	56	36	88	59	15	11
IGR:(CDS,b0037,caiC,putative_crotonobetaine/carnitine-CoA_ligase,cds35,-,1553/CDS,b0038,caiB,crotonobetainyl_CoA,carnitine_CoA_transferase,cds36,-,1217):+:22:NC_000913.3	1	1	1	0	0	1	2	3	1	0	1	0	2	0	1	0	0	0	2	1	1	0	0	0	0	2	3	0	0	0	3	2	2	1	0	2
AS_IGR:(CDS,b0037,caiC,putative_crotonobetaine/carnitine-CoA_ligase,cds35,-,1553/CDS,b0038,caiB,crotonobetainyl_CoA,carnitine_CoA_transferase,cds36,-,1217):+:22:NC_000913.3	1	0	1	2	1	1	1	1	2	3	0	1	2	0	1	1	2	1	2	0	1	1	0	1	0	1	5	1	1	4	1	0	1	2	0	0
CDS:b0038:caiB:crotonobetainyl_CoA:carnitine_CoA_transferase:cds36:-:1217:NC_000913.3	51	34	34	56	26	45	82	55	85	81	37	71	70	43	35	65	56	46	57	42	78	34	22	44	8	53	232	12	42	109	45	12	60	51	11	44
AS_CDS:b0038:caiB:crotonobetainyl_CoA:carnitine_CoA_transferase:cds36:-:1217:NC_000913.3	17	7	3	2	7	5	10	23	18	10	21	4	33	0	10	3	9	18	9	9	17	10	0	5	1	6	15	6	13	13	18	4	17	11	3	8
IGR:(CDS,b0038,caiB,crotonobetainyl_CoA,carnitine_CoA_transferase,cds36,-,1217/CDS,b0039,caiA,crotonobetaine_reductase_subunit_II%2C_FAD-binding,cds37,-,1142):+:77:NC_000913.3	3	0	0	0	1	2	0	2	1	1	3	2	4	0	2	0	1	0	0	2	2	0	0	0	3	1	1	1	0	0	3	1	0	1	1	7
AS_IGR:(CDS,b0038,caiB,crotonobetainyl_CoA,carnitine_CoA_transferase,cds36,-,1217/CDS,b0039,caiA,crotonobetaine_reductase_subunit_II%2C_FAD-binding,cds37,-,1142):+:77:NC_000913.3	11	13	13	15	6	11	33	14	20	17	16	12	22	6	3	16	12	8	18	12	27	14	3	13	5	14	28	5	9	20	25	3	27	7	3	4
CDS:b0039:caiA:crotonobetaine_reductase_subunit_II%2C_FAD-binding:cds37:-:1142:NC_000913.3	160	103	189	161	84	168	278	310	673	291	208	155	213	58	127	137	212	159	279	183	389	195	83	143	100	142	437	48	102	253	208	110	163	142	79	129
AS_CDS:b0039:caiA:crotonobetaine_reductase_subunit_II%2C_FAD-binding:cds37:-:1142:NC_000913.3	25	1	11	11	4	19	12	19	45	21	17	26	18	0	6	11	13	13	11	1	7	9	1	7	11	8	23	2	5	12	24	6	3	11	8	10
CDS:b0040:caiT:putative_transporter:cds38:-:1514:NC_000913.3	16	24	23	21	24	22	36	55	54	42	31	39	23	10	33	40	40	29	37	51	52	12	14	27	52	4	32	15	15	47	20	14	25	40	47	23
AS_CDS:b0040:caiT:putative_transporter:cds38:-:1514:NC_000913.3	7	3	6	2	6	7	11	44	24	19	25	2	4	5	13	11	10	8	8	6	22	15	8	3	7	7	10	8	2	10	11	3	0	9	11	12
IGR:(CDS,b0040,caiT,putative_transporter,cds38,-,1514/CDS,b0041,fixA,anaerobic_carnitine_reduction_putative_electron_transfer_flavoprotein_subunit,cds39,+,770):+:430:NC_000913.3	3	0	0	1	0	7	2	0	0	1	0	0	1	0	3	0	0	0	4	0	0	0	0	0	0	0	2	0	0	0	2	0	0	22	1	3
AS_IGR:(CDS,b0040,caiT,putative_transporter,cds38,-,1514/CDS,b0041,fixA,anaerobic_carnitine_reduction_putative_electron_transfer_flavoprotein_subunit,cds39,+,770):+:430:NC_000913.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CDS:b0041:fixA:anaerobic_carnitine_reduction_putative_electron_transfer_flavoprotein_subunit:cds39:+:770:NC_000913.3	18	2	9	26	17	45	27	36	20	40	26	45	20	5	22	25	47	16	2	32	27	47	31	10	1	18	52	10	31	35	5	2	14	31	38	26
AS_CDS:b0041:fixA:anaerobic_carnitine_reduction_putative_electron_transfer_flavoprotein_subunit:cds39:+:770:NC_000913.3	2	0	0	0	1	2	5	12	6	7	0	4	2	0	13	3	0	3	5	11	17	9	1	4	3	1	8	0	1	2	10	3	1	1	9	5
CDS:b0042:fixB:putative_electron_transfer_flavoprotein%2C_NAD/FAD-binding_domain_and_ETFP_adenine_nucleotide-binding_domain-like_protein:cds40:+:941:NC_000913.3	12	15	18	13	7	29	10	53	42	2	48	66	7	11	10	45	35	18	7	8	23	40	13	31	0	6	2	44	24	28	10	2	7	36	73	8
AS_CDS:b0042:fixB:putative_electron_transfer_flavoprotein%2C_NAD/FAD-binding_domain_and_ETFP_adenine_nucleotide-binding_domain-like_protein:cds40:+:941:NC_000913.3	6	1	3	6	8	15	22	41	35	13	15	7	14	0	5	8	23	9	7	14	27	1	7	3	20	3	11	9	9	12	5	8	6	17	12	9
CDS:b0043:fixC:putative_oxidoreductase:cds41:+:1286:NC_000913.3	0	10	7	12	6	29	0	23	6	4	28	27	9	7	8	27	28	9	4	9	11	29	12	18	2	3	12	7	6	6	3	2	7	33	19	34
AS_CDS:b0043:fixC:putative_oxidoreductase:cds41:+:1286:NC_000913.3	0	1	14	6	2	24	0	14	50	36	0	4	8	1	0	7	15	7	10	11	45	16	7	13	1	0	27	5	3	18	12	27	6	13	7	4
CDS:b0044:fixX:putative_4Fe-4S_ferredoxin-type_protein:cds42:+:287:NC_000913.3	0	0	1	6	0	15	10	4	0	0	1	3	1	1	2	3	4	3	1	3	2	2	1	2	4	2	0	1	0	6	0	0	0	3	6	2
AS_CDS:b0044:fixX:putative_4Fe-4S_ferredoxin-type_protein:cds42:+:287:NC_000913.3	0	0	0	0	0	0	0	1	0	2	0	0	3	2	5	0	0	3	0	0	2	1	0	0	0	2	5	0	0	1	2	0	0	0	0	0
IGR:(CDS,b0044,fixX,putative_4Fe-4S_ferredoxin-type_protein,cds42,+,287/CDS,b0045,yaaU,putative_MFS_sugar_transporter%3B_membrane_protein,cds43,+,1331):+:5:NC_000913.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AS_IGR:(CDS,b0044,fixX,putative_4Fe-4S_ferredoxin-type_protein,cds42,+,287/CDS,b0045,yaaU,putative_MFS_sugar_transporter%3B_membrane_protein,cds43,+,1331):+:5:NC_000913.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CDS:b0045:yaaU:putative_MFS_sugar_transporter%3B_membrane_protein:cds43:+:1331:NC_000913.3	53	30	43	39	16	35	33	92	75	46	35	50	57	17	29	62	33	35	55	35	27	43	12	42	31	19	87	20	31	41	47	14	3	52	45	31
AS_CDS:b0045:yaaU:putative_MFS_sugar_transporter%3B_membrane_protein:cds43:+:1331:NC_000913.3	6	5	20	16	0	8	14	40	25	24	8	17	8	9	6	16	18	13	6	11	10	8	5	4	1	0	24	13	18	3	15	4	1	12	8	3
IGR:(CDS,b0045,yaaU,putative_MFS_sugar_transporter%3B_membrane_protein,cds43,+,1331/CDS,b0046,kefF,potassium-efflux_system_ancillary_protein_for_KefC%2C_glutathione-regulated%3B_quinone_oxidoreductase%2C_FMN-dependent,cds44,+,530):+:56:NC_000913.3	2	1	3	2	5	11	0	4	7	2	5	4	7	1	3	4	11	9	3	3	3	4	2	1	3	2	18	4	8	12	3	1	1	5	2	2
AS_IGR:(CDS,b0045,yaaU,putative_MFS_sugar_transporter%3B_membrane_protein,cds43,+,1331/CDS,b0046,kefF,potassium-efflux_system_ancillary_protein_for_KefC%2C_glutathione-regulated%3B_quinone_oxidoreductase%2C_FMN-dependent,cds44,+,530):+:56:NC_000913.3	0	0	2	0	0	1	0	2	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	2	0	1	0	0	0	1	0	0	0	0	0
CDS:b0046:kefF:potassium-efflux_system_ancillary_protein_for_KefC%2C_glutathione-regulated%3B_quinone_oxidoreductase%2C_FMN-dependent:cds44:+:530:NC_000913.3	60	59	75	96	171	235	53	98	134	61	70	105	84	30	46	116	251	161	67	66	103	66	20	61	29	86	347	133	134	334	54	37	46	48	55	58
AS_CDS:b0046:kefF:potassium-efflux_system_ancillary_protein_for_KefC%2C_glutathione-regulated%3B_quinone_oxidoreductase%2C_FMN-dependent:cds44:+:530:NC_000913.3	0	3	6	4	0	2	5	20	16	4	6	9	8	0	2	3	1	6	7	9	4	21	2	5	17	3	16	4	1	1	2	0	0	7	0	2
CDS:b0047:kefC:potassium:proton_antiporter:cds45:+:1862:NC_000913.3	129	81	197	285	676	934	187	425	306	248	254	323	167	111	224	517	1334	905	217	217	251	251	149	239	115	162	507	382	321	1063	133	57	61	275	203	199
AS_CDS:b0047:kefC:potassium:proton_antiporter:cds45:+:1862:NC_000913.3	47	24	18	53	15	47	48	62	86	37	57	40	45	16	17	22	39	45	70	42	63	53	16	20	31	39	78	17	37	32	70	18	30	61	20	11
IGR:(CDS,b0047,kefC,potassium,proton_antiporter,cds45,+,1862/CDS,b0048,folA,dihydrofolate_reductase,cds46,+,479):+:140:NC_000913.3	27	11	48	49	113	155	26	84	42	39	32	46	34	15	39	122	191	140	38	29	57	24	15	40	27	21	110	85	80	170	16	30	22	56	19	18
AS_IGR:(CDS,b0047,kefC,potassium,proton_antiporter,cds45,+,1862/CDS,b0048,folA,dihydrofolate_reductase,cds46,+,479):+:140:NC_000913.3	1	4	6	4	2	7	1	9	8	6	9	1	22	3	3	3	4	5	7	4	7	1	0	1	0	6	23	1	2	1	4	5	3	7	3	1
CDS:b0048:folA:dihydrofolate_reductase:cds46:+:479:NC_000913.3	793	653	428	341	373	685	1126	1476	1258	612	468	220	903	464	424	352	786	529	1176	1057	601	342	89	119	402	682	1490	247	208	720	946	474	420	372	191	135
AS_CDS:b0048:folA:dihydrofolate_reductase:cds46:+:479:NC_000913.3	78	39	83	100	73	250	78	126	81	115	81	50	145	44	67	88	174	172	107	69	83	33	35	54	22	84	170	71	92	198	64	56	47	54	55	47
IGR:(CDS,b0048,folA,dihydrofolate_reductase,cds46,+,479/CDS,b0049,apaH,diadenosine_tetraphosphatase,cds47,-,842):+:16:NC_000913.3	33	23	17	15	11	19	51	67	58	27	25	9	39	19	20	11	30	18	47	49	28	13	4	5	19	26	60	7	6	27	39	19	16	16	14	7
AS_IGR:(CDS,b0048,folA,dihydrofolate_reductase,cds46,+,479/CDS,b0049,apaH,diadenosine_tetraphosphatase,cds47,-,842):+:16:NC_000913.3	6	3	6	7	8	20	9	13	5	10	9	5	11	4	7	9	16	15	8	6	7	4	3	4	3	7	20	4	8	17	5	5	5	7	5	5
CDS:b0049:apaH:diadenosine_tetraphosphatase:cds47:-:842:NC_000913.3	365	212	419	478	519	934	465	613	481	614	491	315	584	269	368	484	1006	841	413	466	486	314	154	290	205	346	1227	287	455	1000	330	300	295	424	334	383
AS_CDS:b0049:apaH:diadenosine_tetraphosphatase:cds47:-:842:NC_000913.3	382	227	185	157	103	250	539	622	517	249	220	109	520	204	208	116	317	196	523	516	275	119	46	63	219	319	610	86	119	271	445	164	153	216	150	109
CDS:b0050:apaG:protein_associated_with_Co2+_and_Mg2+_efflux:cds48:-:377:NC_000913.3	967	651	1169	1294	1255	1821	1432	1991	1987	1369	1006	793	1385	551	839	916	1900	1410	1094	1378	1306	916	395	474	661	967	2582	721	758	1539	1086	663	810	887	541	596
AS_CDS:b0050:apaG:protein_associated_with_Co2+_and_Mg2+_efflux:cds48:-:377:NC_000913.3	28	8	23	18	15	39	40	55	68	25	22	32	54	18	19	25	38	45	30	48	44	26	25	22	35	26	75	30	28	35	42	23	38	32	26	39
CDS:b0051:rsmA:16S_rRNA_m6A1518%2C_m6A1519_dimethyltransferase%2C_SAM-dependent:cds49:-:821:NC_000913.3	1538	780	1697	1596	1410	2085	2137	2716	2623	2140	1394	1144	2278	927	1256	1358	2547	1737	1961	2263	2201	1180	517	733	933	1367	3737	874	991	1933	1657	837	1108	1107	723	758
AS_CDS:b0051:rsmA:16S_rRNA_m6A1518%2C_m6A1519_dimethyltransferase%2C_SAM-dependent:cds49:-:821:NC_000913.3	29	21	16	30	19	36	31	49	43	37	33	38	27	17	24	31	45	40	39	74	62	20	10	18	27	31	104	16	45	49	35	16	20	29	17	41
CDS:b0052:pdxA:4-hydroxy-L-threonine_phosphate_dehydrogenase%2C_NAD-dependent:cds50:-:989:NC_000913.3	1874	818	1948	1629	1133	2087	2668	2908	2749	1853	1640	1736	2834	1145	1518	1468	2552	1866	2583	2294	2434	1887	666	1259	1062	1673	3248	818	999	2028	2078	820	907	1466	1364	1149
AS_CDS:b0052:pdxA:4-hydroxy-L-threonine_phosphate_dehydrogenase%2C_NAD-dependent:cds50:-:989:NC_000913.3	28	8	30	20	16	33	54	66	50	31	27	36	40	22	40	38	78	43	58	66	50	51	12	29	25	37	65	30	20	34	39	23	13	30	45	29
CDS:b0053:surA:peptidyl-prolyl_cis-trans_isomerase_PPIase:cds51:-:1286:NC_000913.3	5506	1967	5467	3766	3131	5686	6765	8600	7078	4541	4836	5164	7558	2627	4313	4500	7047	5752	6805	6934	6268	6327	2252	4035	2624	3678	6377	2100	2527	6232	5792	2308	1741	3984	3247	3464
AS_CDS:b0053:surA:peptidyl-prolyl_cis-trans_isomerase_PPIase:cds51:-:1286:NC_000913.3	75	40	70	52	73	91	89	181	113	101	80	82	141	55	107	101	183	85	106	110	128	120	53	78	60	78	160	33	49	119	102	46	53	129	73	84
IGR:(CDS,b0053,surA,peptidyl-prolyl_cis-trans_isomerase_PPIase,cds51,-,1286/CDS,b0054,lptD,LPS_assembly_OM_complex_LptDE%2C_beta-barrel_component,cds52,-,2354):+:1:NC_000913.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AS_IGR:(CDS,b0053,surA,peptidyl-prolyl_cis-trans_isomerase_PPIase,cds51,-,1286/CDS,b0054,lptD,LPS_assembly_OM_complex_LptDE%2C_beta-barrel_component,cds52,-,2354):+:1:NC_000913.3	3	1	4	3	3	5	5	6	6	4	4	4	5	2	3	4	7	5	4	5	6	4	2	4	3	3	7	2	3	6	4	2	2	4	3	4
CDS:b0054:lptD:LPS_assembly_OM_complex_LptDE%2C_beta-barrel_component:cds52:-:2354:NC_000913.3	5731	2887	6734	5877	3833	7918	7706	11276	8474	6844	5446	5718	7930	3472	5144	5932	9797	6985	7127	9725	8685	6251	2350	3935	3977	4955	10809	2753	3557	8012	6191	2983	3143	6138	3704	4405
AS_CDS:b0054:lptD:LPS_assembly_OM_complex_LptDE%2C_beta-barrel_component:cds52:-:2354:NC_000913.3	120	52	147	149	107	258	136	337	361	262	178	157	231	79	159	167	248	212	237	256	233	202	130	223	152	150	376	76	82	256	201	119	113	211	147	182
IGR:(CDS,b0054,lptD,LPS_assembly_OM_complex_LptDE%2C_beta-barrel_component,cds52,-,2354/CDS,b0055,djlA,membrane-anchored_DnaK_co-chaperone%2C_DNA-binding_protein,cds53,+,815):+:213:NC_000913.3	13	20	18	18	29	54	25	46	68	30	23	28	39	14	28	30	43	42	39	29	31	13	7	18	22	23	49	26	31	76	49	25	23	24	27	55
AS_IGR:(CDS,b0054,lptD,LPS_assembly_OM_complex_LptDE%2C_beta-barrel_component,cds52,-,2354/CDS,b0055,djlA,membrane-anchored_DnaK_co-chaperone%2C_DNA-binding_protein,cds53,+,815):+:213:NC_000913.3	666	334	638	454	467	833	885	1187	738	651	535	465	688	249	384	514	1022	762	776	685	505	307	137	225	448	502	1303	319	421	1121	697	304	409	626	265	286
CDS:b0055:djlA:membrane-anchored_DnaK_co-chaperone%2C_DNA-binding_protein:cds53:+:815:NC_000913.3	676	403	592	417	258	594	1010	1434	1449	838	545	536	1058	400	562	406	579	413	1068	929	887	518	232	434	383	694	1240	206	311	527	918	378	405	621	363	475
AS_CDS:b0055:djlA:membrane-anchored_DnaK_co-chaperone%2C_DNA-binding_protein:cds53:+:815:NC_000913.3	7	0	7	6	0	1	4	2	3	5	0	0	3	0	0	2	0	0	7	1	0	2	2	1	6	3	0	4	0	0	0	3	0	2	0	0
IGR:(CDS,b0055,djlA,membrane-anchored_DnaK_co-chaperone%2C_DNA-binding_protein,cds53,+,815/CDS,-,yabP,-,cds54,+,578):+:243:NC_000913.3	167	77	126	122	63	170	208	282	267	188	134	111	289	100	109	120	182	110	265	215	220	146	48	78	125	206	301	101	111	173	267	77	124	184	130	133
AS_IGR:(CDS,b0055,djlA,membrane-anchored_DnaK_co-chaperone%2C_DNA-binding_protein,cds53,+,815/CDS,-,yabP,-,cds54,+,578):+:243:NC_000913.3	10	5	4	0	11	5	13	31	10	1	0	8	16	0	8	6	2	2	12	20	4	0	2	2	22	18	24	11	7	21	4	2	8	6	6	3
CDS:-:yabP:-:cds54:+:578:NC_000913.3	173	85	104	75	73	144	249	264	214	104	119	139	365	79	76	99	155	137	337	241	131	68	33	95	115	135	175	52	74	146	355	75	65	127	102	103
AS_CDS:-:yabP:-:cds54:+:578:NC_000913.3	4	4	2	11	8	28	24	41	26	4	10	8	19	2	4	8	19	8	17	9	12	7	10	12	8	6	18	7	6	11	32	3	8	20	18	11
gene:b4659:yabP:-:gene55:+:805:NC_000913.3	294	164	190	163	136	340	393	510	359	229	209	348	572	127	157	193	290	283	476	401	242	169	72	189	195	209	403	99	139	256	498	139	126	243	218	217
AS_gene:b4659:yabP:-:gene55:+:805:NC_000913.3	7	4	6	19	49	116	28	51	33	9	15	19	25	3	4	40	81	82	17	11	14	17	16	17	10	12	23	25	40	104	32	4	8	29	25	11
CDS:-:yabP:-:cds54:+:227:NC_000913.3	168	108	117	123	88	271	199	329	199	165	125	274	289	69	109	131	193	201	198	220	156	136	51	126	109	105	309	69	96	160	204	89	81	163	161	157
